,Rating
BOUWMEESTER MARIT,1855.504841382147
ERICK CARPES,1617.1291629979878
AGATA BARWINSKA,1837.1759314639473
EVI VAN ACKER,1754.5346673521037
TUULA TENKANEN,1784.3718323034066
ANNE-MARIE RINDOM,1898.628610734751
SARAH DOUGLAS,1774.4844135578412
MARIA ERDI,1813.8799591633401
ALISON YOUNG,1783.5493655129744
EMMA PLASSCHAERT,1891.1182982543096
DOLORES MOREIRA FRASCHINI,1633.3795749907376
JUAN PABLO CARDOZO,1550.0231857702438
DONGSHUANG ZHANG,1638.2504223148533
LUCIA FALASCA,1698.767473808391
MAUD JAYET,1849.3010648043755
VASILEIA KARACHALIOU,1784.354616133202
GINTARE SCHEIDT,1663.0955179080684
OLSSON JOSEFIN,1817.9876104431119
HANNAH SNELLGROVE,1773.5909278180409
ZOE THOMSON,1674.5822045118996
PAIGE RAILEY,1762.123023204825
MAXIME JONKER,1850.45211019801
MONIKA MIKKOLA,1732.8951528511807
GUSTAVO CORREA NASCIMENTO,1580.665274190846
FELIPE FRAQUELLI,1588.807134229767
VIKTORIJA ANDRULYTE,1638.8729078461256
MARIE BARRUE,1760.6032753473387
GABRIELLA MARQUES KIDD,1531.734088630316
ERIKA REINEKE,1768.7937739483218
IMENEO CASEY,1689.4641989819615
MANAMI DOI,1756.3170786835235
FLEM HOST LINE,1772.7235892179522
MATHILDE DE KERANGAT,1716.213927501481
LOUISE CERVERA,1763.3196513070322
MATILDA NICHOLLS,1664.706643549213
CHIARA BENINI FLORIANI,1732.1347079716797
SANTIAGO PACHECO,1545.249428409116
LUCIANA ANDREA CARDOZO,1616.2841562184801
MARTINA REINO CACHO,1589.795550100695
FLORENCIA CHIARELLA,1610.048686484372
VERONIKA KOZELSKA FENCLOVA,1646.4816532437785
ANNALISE MURPHY,1557.1925436292313
SARAH GUNNI SCHIERUP,1631.7108813345105
ANNA MUNCH,1741.248144765686
CHARLOTTE ROSE,1674.9899066186008
MARA STRANSKY,1763.2249370475467
BOWSKILL BRENDA,1627.4192461480375
MAGDALENA KWASNA,1614.2201594701646
JULIA BUESSELBERG,1692.6423850924073
MAITE CARLIER,1638.858134567593
STEFANO PENDOLA,1553.828160706455
COLLINGRIDGE DAISY,1667.9322181395341
XU LIJIA,1536.019214275076
SILVIA ZENNARO,1725.96964770254
PEDRO MADUREIRA,1579.512838410478
HANNAH ANDERSSOHN,1598.639984836842
THOMAS POTTHOFF,1549.9848027726903
MICHON PERNELLE,1723.1654387637545
GOLEBIOWSKA WIKTORIA,1625.8500064874997
DAPHNE VAN DER VAART,1730.3660105638317
TATIANA DROZDOVSKAYA,1643.857661845907
JOSE IRINEU SILVA,1541.1953743550623
NAZLI CAGLA DONERTAS,1693.4093472697891
TIRIL BUE,1557.617155753623
ELENA VOROBEVA,1651.7845908482936
AKKERMAN MIRTHE,1784.1542271184146
POVALL GEORGINA,1657.590558772514
JULIAN MARIA DUARTE ARGERICH,1538.674984599053
ASHLEY STODDART,1586.375297135244
ALBANO CAROLINA,1686.2859501771716
PAULINE LIEBIG,1578.0724579682583
LUCAS VIDELA,1540.7208601888478
FRANCISCO MAROTTA,1560.2407337742827
AINSWORTH ELYSE,1694.0606459470785
ECEM GUZEL,1686.8008014259535
FELIPE RONDINA,1537.1413203010086
CRISTINA PUJOL,1616.541869811121
JOAQUIN GALVAN,1519.9625539136516
SARA WINTHER,1597.4650146340362
SVENJA WEGER,1687.9029359192316
MATHIAS REIMER,1535.7899689496574
TEO BERTOT,1538.3952787934988
SOPHIE ZIMMERMANN,1501.8382637919735
MARIE BOLOU,1700.0898091186577
AMELIE RIOU,1551.7019152866792
ELIZABETH YIN,1543.367677657875
TINA MIHELIC,1612.662606500052
GINAID ODILE,1526.3983631688127
ULISES GOMEZ LACCHINI,1537.2324880958242
ANTONIO MACHADO,1531.67400740624
ALICIA CEBRIAN,1592.397048125765
SARA CARMO,1519.7694437854277
MOHDMAD LATIF NUR SHAZRIN,1539.4410995592234
LUCAS ZORZI,1533.0872662469546
FEDERICA CATTAROZZI,1534.5479651221062
CATERINA ISABEL ROMERO AGUIRRE,1558.676640080075
ISABELLA BERTOLD,1561.5523790234693
SANDRA LULI,1572.8992769994884
MARIA CRISTINA BOABAID,1559.5009624018123
GUSTAVO KIESSLING,1555.1486481475017
AGUSTIN GONZALEZ VILLALBA,1532.3553950634032
ISADORA DAL RI,1542.3358186122593
FACUNDO MAC GOWAN,1533.7441160028009
FRANCISCO GOMEZ,1528.952762376831
MARILENA MAKRI,1533.6807053141054
EVE MCMAHON,1595.8166912532668
RODRIGO LUZ,1529.033212192901
STEFANO CAIAFA,1543.5602144132588
CRISTINA CASTELLANOS ESTRADA,1508.9031292141956
CHLOE MARTIN,1542.51673427266
NICK GRAEL,1527.6818608415497
AOIFE HOPKINS,1556.2396184554561
AGUSTINA JORDAN,1385.0901755660282
ANA MONCADA SANCHEZ,1590.6080093447947
FAKIDI ATHANASIA,1576.0006710155365
FRANCESCA CLAPCICH,1525.320776277873
ALAN WILLY,1526.3305094901984
DELFINA DALLI,1550.7342056977343
PYATT SUSANNAH,1598.556913048697
RICARDO PARANHOS,1524.9791581388472
RAMON FRENE,1529.0929532121027
LUCAS MOMES RUIZ,1523.3972068212756
LOVISA KARLSSON,1470.3328693058625
MARTHE ENGER EIDE,1553.7372712636575
MARIA ASHIDA,1569.7618397038839
TALLURI MATILDA,1511.2187922125142
NICOLAS CASTELARI RIVAS,1522.008317932387
FLORIDIA JOYCE,1599.1055065091052
ANTONIO GANDOLPHO,1522.2764554361447
NICO GAINSCHUK,1520.6194290434983
FATIMA REYES,1534.3969047545804
PIA KUHLMANN,1556.2153531209249
KIM PLETIKOS,1458.2291370002893
GUILHERME PEREZ,1520.9251040847935
