2,8639.838918859728
4,8548.171715836881
6,8459.473512274704
8,8373.752646704539
10,8290.986468836698
12,8211.127905598492
14,8134.111222137973
16,8059.856934167561
18,7988.2758978889615
20,7919.272645304067
22,7852.748053362938
24,7788.601441763901
26,7726.732191621672
28,7667.0409695554235
30,7609.430631716246
32,7553.806871593393
34,7500.078665139111
36,7448.158557383303
38,7397.962826502499
40,7349.41155431213
42,7302.428626303036
44,7256.9416795268135
46,7212.882012713241
48,7170.184469841936
50,7128.787305856561
52,7088.6320411991455
54,7049.663310245532
56,7011.828707472596
58,6975.078634201343
60,6939.3661479976145
62,6904.6468162134615
64,6870.878574696203
66,6838.021592337279
68,6806.0381418660345
70,6774.892477089236
72,6744.55071662693
74,6714.980734081633
76,6686.15205449903
78,6658.035756919914
80,6630.604382784758
82,6603.831849929417
84,6577.693371893886
86,6552.1653822629605
88,6527.22546375571
90,6502.852281787091
92,6479.025522230372
94,6455.725833120888
96,6432.9347700516255
98,6410.634745023723
100,6388.808978526732
102,6367.441454637804
104,6346.516878938349
106,6326.020639063091
108,6305.938767704206
110,6286.257907907895
112,6266.965280508589
114,6248.048653559299
116,6229.496313623728
118,6211.297038806451
120,6193.440073404956
122,6175.915104076768
124,6158.712237420712
126,6141.821978879612
128,6125.235212877437
130,6108.94318411076
132,6092.937479918971
134,6077.210013664122
136,6061.753009054992
138,6046.558985355417
140,6031.62074342044
142,6016.931352508068
144,6002.484137818238
146,5988.272668712955
148,5974.2907475761795
150,5960.5323992732865
152,5946.991861174281
154,5933.6635737056195
156,5920.542171399503
158,5907.622474409878
160,5894.899480468775
162,5882.368357255249
164,5870.024435154116
166,5857.863200380944
168,5845.880288452264
170,5834.071477981275
172,5822.43268478027
174,5810.959956252642
176,5799.649466057721
178,5788.497509033843
180,5777.500496364366
182,5766.654950974375
184,5755.957503144343
186,5745.404886329956
188,5734.993933175937
190,5724.721571714496
192,5714.5848217376015
194,5704.580791334872
196,5694.706673587308
198,5684.959743409839
200,5675.337354533986
202,5665.836936624235
204,5656.455992520642
206,5647.192095601875
208,5638.042887261877
210,5629.006074495398
212,5620.079427586096
214,5611.2607778925885
216,5602.548015727822
218,5593.939088326582
220,5585.4319978977355
222,5577.024799756226
224,5568.715600531524
226,5560.5025564494035
228,5552.383871681957
230,5544.3577967647925
232,5536.422627076469
234,5528.576701378336
236,5520.818400411679
238,5513.146145549496
240,5505.558397500507
242,5498.053655063231
244,5490.630453927244
246,5483.28736552061
248,5476.022995900127
250,5468.835984683772
252,5461.725004022558
254,5454.688757610421
256,5447.725979730848
258,5440.8354343380215
260,5434.015914171495
262,5427.266239902759
264,5420.585259312394
266,5413.971846496718
268,5407.424901102191
270,5400.943347587212
272,5394.5261345094505
274,5388.172233837811
276,5381.880640288728
278,5375.650370684639
280,5369.480463334936
282,5363.369977437404
284,5357.31799250014
286,5351.323607782936
288,5345.385941757098
290,5339.504131583273
292,5333.677332606392
294,5327.904717867341
296,5322.185477630366
298,5316.518818925804
300,5310.903965107717
302,5305.340155425423
304,5299.826644608803
306,5294.362702466826
308,5288.9476134986535
310,5283.580676516627
312,5278.261204281537
314,5272.988523148822
316,5267.761972725542
318,5262.580905538333
320,5257.444686710948
322,5252.352693651883
324,5247.30431575141
326,5242.298954087432
328,5237.336021140357
330,5232.4149405164235
332,5227.535146678879
334,5222.696084687494
336,5217.897209945173
338,5213.13798795249
340,5208.417894068706
342,5203.7364132800785
344,5199.0930399747
346,5194.487277723628
348,5189.918639068126
350,5185.386645313238
352,5180.890826326867
354,5176.430720344377
356,5172.0058737788595
358,5167.615841036489
360,5163.260184336934
362,5158.938473538678
