,Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
865,,,Mc ILWAINE/CUNNANE,,49erFX,4.0,G,52,,355.0,325.0,World Championship 2023
866,,,FREDERIKSEN/ZEEBERG,,49erFX,26.0,G,46,,314.0,280.0,World Championship 2023
867,,,REYNOLDS- SMITH/REYNOLDS-SMITH,,49erFX,25.0,G,48,,326.0,296.0,World Championship 2023
868,,,ter HORST/HIN,,49erFX,29.0,G,58,,405.0,371.0,World Championship 2023
869,,,BRANZ/CARRANZA SAROLI,,49erFX,1.0,G,31,,219.0,185.0,World Championship 2023
870,,,BURSKA/TKADLECOVA,,49erFX,23.0,G,50,,349.0,315.0,World Championship 2023
871,,,NOJGAARD/BOJSEN-MOLLER,,49erFX,9.0,G,42,,259.0,229.0,World Championship 2023
872,,,TANAKA/NAGAMATSU,,49erFX,2.0,G,26,,177.0,155.0,World Championship 2023
873,,,FERGUSON/DUGGAN,,49erFX,10.0,G,34,,227.0,197.0,World Championship 2023
874,,,de MICHELI VITTURI/de MICHELI VITTURI,,49erFX,22.0,G,44,,289.3,259.3,World Championship 2023
875,,,ICHIHASHI/GOTO,,49erFX,31.0,G,57,,403.0,369.0,World Championship 2023
876,,,GIUNCHIGLIA/SCHIO,,49erFX,12.0,G,35,,225.0,200.0,World Championship 2023
877,,,SCHULTHEIS/SCHULTHEIS,,49erFX,7.0,G,32,,219.0,185.0,World Championship 2023
878,,,HENRIKSSON/JOHANSSON,,49erFX,13.0,G,45,,290.0,264.0,World Championship 2023
879,,,CHEN/WANG,,49erFX,11.0,G,36,,241.0,207.0,World Championship 2023
