Nome Competidor,ID Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
BERGER Manon,7,IQFOIL Fem.,BFD (33),4(CR),29,,404,305,Semaine Olympique Francaise De Voile 2022
HALL Farrah,7,IQFOIL Fem.,24,4(CR),30,,419,325,Semaine Olympique Francaise De Voile 2022
YAMABE Miki,7,IQFOIL Fem.,27,4(CR),31,,445,350,Semaine Olympique Francaise De Voile 2022
WILSON Emma,7,IQFOIL Fem.,DNC 33,4(CR),32,,495,396,Semaine Olympique Francaise De Voile 2022
NOESMOEN Hélène,7,IQFOIL Fem.,1,5(CR),1,,28,12,Semaine Olympique Francaise De Voile 2022
DZIARNOWSKA Maja,7,IQFOIL Fem.,3,5(CR),2,,57,36,Semaine Olympique Francaise De Voile 2022
COUSIN Delphine,7,IQFOIL Fem.,2,5(CR),3,,96,53,Semaine Olympique Francaise De Voile 2022
MAGGETTI Marta,7,IQFOIL Fem.,5,5(CR),4,,92,54,Semaine Olympique Francaise De Voile 2022
TEN HAVE Veerle,7,IQFOIL Fem.,7,5(CR),5,,90,55,Semaine Olympique Francaise De Voile 2022
PIANAZZA Manon,7,IQFOIL Fem.,-27,5(CR),6,,128,75,Semaine Olympique Francaise De Voile 2022
BELBEOCH Lucie,7,IQFOIL Fem.,-15,5(CR),7,,156,75,Semaine Olympique Francaise De Voile 2022
SPECIALE Giorgia,7,IQFOIL Fem.,8,5(CR),8,,144,94,Semaine Olympique Francaise De Voile 2022
KUCHTA Maja,7,IQFOIL Fem.,16,5(CR),9,,182,98,Semaine Olympique Francaise De Voile 2022
MA Kwan Ching,7,IQFOIL Fem.,6,5(CR),10,,165,102,Semaine Olympique Francaise De Voile 2022
MORTEFON Marion,7,IQFOIL Fem.,9,5(CR),11,,169,103,Semaine Olympique Francaise De Voile 2022
AGUILAR CHAVEZ PEON,7,IQFOIL Fem.,13,5(CR),12,,183,118,Semaine Olympique Francaise De Voile 2022
SORIN Lola,7,IQFOIL Fem.,11,5(CR),13,,190,129,Semaine Olympique Francaise De Voile 2022
ERDIL Lena,7,IQFOIL Fem.,4,5(CR),14,,225,130,Semaine Olympique Francaise De Voile 2022
ENGELMANN Alisa,7,IQFOIL Fem.,-17,5(CR),15,,229.22,161.22,Semaine Olympique Francaise De Voile 2022
PAPAZIAN Ambar,7,IQFOIL Fem.,10,5(CR),16,,244,167,Semaine Olympique Francaise De Voile 2022
COUTURIER Marion,7,IQFOIL Fem.,-29,5(CR),17,,270,175,Semaine Olympique Francaise De Voile 2022
SPYCHAKOV Katy,7,IQFOIL Fem.,14,5(CR),18,,271,194,Semaine Olympique Francaise De Voile 2022
BRYANT Natasha,7,IQFOIL Fem.,21,5(CR),19,,280,200,Semaine Olympique Francaise De Voile 2022
HJERTBERG Johanna,7,IQFOIL Fem.,12,5(CR),20,,305,209,Semaine Olympique Francaise De Voile 2022
RENNA Sofia,7,IQFOIL Fem.,18,5(CR),21,,297,218,Semaine Olympique Francaise De Voile 2022
NIIJIMA Rina,7,IQFOIL Fem.,22,5(CR),22,,304,222,Semaine Olympique Francaise De Voile 2022
NOCETI-KLEPACKA Zofia,7,IQFOIL Fem.,19,5(CR),23,,334,235,Semaine Olympique Francaise De Voile 2022
MARTINELLI Bruna,7,IQFOIL Fem.,-26,5(CR),24,,332,252,Semaine Olympique Francaise De Voile 2022
COSTIN Samantha,7,IQFOIL Fem.,20,5(CR),25,,349,264,Semaine Olympique Francaise De Voile 2022
OPRANDI Linda,7,IQFOIL Fem.,25,5(CR),26,,363,277,Semaine Olympique Francaise De Voile 2022
ORAMS Brianna,7,IQFOIL Fem.,-30,5(CR),27,,386,293,Semaine Olympique Francaise De Voile 2022
FUJIKO Onishi,7,IQFOIL Fem.,23,5(CR),28,,391,300,Semaine Olympique Francaise De Voile 2022
BERGER Manon,7,IQFOIL Fem.,DNC (33),5(CR),29,,404,305,Semaine Olympique Francaise De Voile 2022
HALL Farrah,7,IQFOIL Fem.,28,5(CR),30,,419,325,Semaine Olympique Francaise De Voile 2022
YAMABE Miki,7,IQFOIL Fem.,24,5(CR),31,,445,350,Semaine Olympique Francaise De Voile 2022
WILSON Emma,7,IQFOIL Fem.,DNC 33,5(CR),32,,495,396,Semaine Olympique Francaise De Voile 2022
NOESMOEN Hélène,7,IQFOIL Fem.,1,6(CR),1,,28,12,Semaine Olympique Francaise De Voile 2022
DZIARNOWSKA Maja,7,IQFOIL Fem.,2,6(CR),2,,57,36,Semaine Olympique Francaise De Voile 2022
COUSIN Delphine,7,IQFOIL Fem.,4,6(CR),3,,96,53,Semaine Olympique Francaise De Voile 2022
MAGGETTI Marta,7,IQFOIL Fem.,12,6(CR),4,,92,54,Semaine Olympique Francaise De Voile 2022
TEN HAVE Veerle,7,IQFOIL Fem.,3,6(CR),5,,90,55,Semaine Olympique Francaise De Voile 2022
PIANAZZA Manon,7,IQFOIL Fem.,-17,6(CR),6,,128,75,Semaine Olympique Francaise De Voile 2022
BELBEOCH Lucie,7,IQFOIL Fem.,8,6(CR),7,,156,75,Semaine Olympique Francaise De Voile 2022
SPECIALE Giorgia,7,IQFOIL Fem.,-18,6(CR),8,,144,94,Semaine Olympique Francaise De Voile 2022
KUCHTA Maja,7,IQFOIL Fem.,5,6(CR),9,,182,98,Semaine Olympique Francaise De Voile 2022
MA Kwan Ching,7,IQFOIL Fem.,7,6(CR),10,,165,102,Semaine Olympique Francaise De Voile 2022
MORTEFON Marion,7,IQFOIL Fem.,9,6(CR),11,,169,103,Semaine Olympique Francaise De Voile 2022
AGUILAR CHAVEZ PEON,7,IQFOIL Fem.,11,6(CR),12,,183,118,Semaine Olympique Francaise De Voile 2022
SORIN Lola,7,IQFOIL Fem.,6,6(CR),13,,190,129,Semaine Olympique Francaise De Voile 2022
ERDIL Lena,7,IQFOIL Fem.,15,6(CR),14,,225,130,Semaine Olympique Francaise De Voile 2022
ENGELMANN Alisa,7,IQFOIL Fem.,16,6(CR),15,,229.22,161.22,Semaine Olympique Francaise De Voile 2022
PAPAZIAN Ambar,7,IQFOIL Fem.,13,6(CR),16,,244,167,Semaine Olympique Francaise De Voile 2022
COUTURIER Marion,7,IQFOIL Fem.,10,6(CR),17,,270,175,Semaine Olympique Francaise De Voile 2022
SPYCHAKOV Katy,7,IQFOIL Fem.,19,6(CR),18,,271,194,Semaine Olympique Francaise De Voile 2022
BRYANT Natasha,7,IQFOIL Fem.,-24,6(CR),19,,280,200,Semaine Olympique Francaise De Voile 2022
HJERTBERG Johanna,7,IQFOIL Fem.,14,6(CR),20,,305,209,Semaine Olympique Francaise De Voile 2022
RENNA Sofia,7,IQFOIL Fem.,21,6(CR),21,,297,218,Semaine Olympique Francaise De Voile 2022
NIIJIMA Rina,7,IQFOIL Fem.,-25,6(CR),22,,304,222,Semaine Olympique Francaise De Voile 2022
NOCETI-KLEPACKA Zofia,7,IQFOIL Fem.,20,6(CR),23,,334,235,Semaine Olympique Francaise De Voile 2022
MARTINELLI Bruna,7,IQFOIL Fem.,26,6(CR),24,,332,252,Semaine Olympique Francaise De Voile 2022
COSTIN Samantha,7,IQFOIL Fem.,23,6(CR),25,,349,264,Semaine Olympique Francaise De Voile 2022
OPRANDI Linda,7,IQFOIL Fem.,28,6(CR),26,,363,277,Semaine Olympique Francaise De Voile 2022
ORAMS Brianna,7,IQFOIL Fem.,-30,6(CR),27,,386,293,Semaine Olympique Francaise De Voile 2022
FUJIKO Onishi,7,IQFOIL Fem.,27,6(CR),28,,391,300,Semaine Olympique Francaise De Voile 2022
BERGER Manon,7,IQFOIL Fem.,22,6(CR),29,,404,305,Semaine Olympique Francaise De Voile 2022
HALL Farrah,7,IQFOIL Fem.,29,6(CR),30,,419,325,Semaine Olympique Francaise De Voile 2022
YAMABE Miki,7,IQFOIL Fem.,-31,6(CR),31,,445,350,Semaine Olympique Francaise De Voile 2022
WILSON Emma,7,IQFOIL Fem.,DNC 33,6(CR),32,,495,396,Semaine Olympique Francaise De Voile 2022
NOESMOEN Hélène,7,IQFOIL Fem.,1,7(CR),1,,28,12,Semaine Olympique Francaise De Voile 2022
DZIARNOWSKA Maja,7,IQFOIL Fem.,2,7(CR),2,,57,36,Semaine Olympique Francaise De Voile 2022
COUSIN Delphine,7,IQFOIL Fem.,3,7(CR),3,,96,53,Semaine Olympique Francaise De Voile 2022
MAGGETTI Marta,7,IQFOIL Fem.,6,7(CR),4,,92,54,Semaine Olympique Francaise De Voile 2022
TEN HAVE Veerle,7,IQFOIL Fem.,4,7(CR),5,,90,55,Semaine Olympique Francaise De Voile 2022
PIANAZZA Manon,7,IQFOIL Fem.,-9,7(CR),6,,128,75,Semaine Olympique Francaise De Voile 2022
BELBEOCH Lucie,7,IQFOIL Fem.,10,7(CR),7,,156,75,Semaine Olympique Francaise De Voile 2022
SPECIALE Giorgia,7,IQFOIL Fem.,-19,7(CR),8,,144,94,Semaine Olympique Francaise De Voile 2022
KUCHTA Maja,7,IQFOIL Fem.,5,7(CR),9,,182,98,Semaine Olympique Francaise De Voile 2022
MA Kwan Ching,7,IQFOIL Fem.,11,7(CR),10,,165,102,Semaine Olympique Francaise De Voile 2022
MORTEFON Marion,7,IQFOIL Fem.,7,7(CR),11,,169,103,Semaine Olympique Francaise De Voile 2022
AGUILAR CHAVEZ PEON,7,IQFOIL Fem.,13,7(CR),12,,183,118,Semaine Olympique Francaise De Voile 2022
SORIN Lola,7,IQFOIL Fem.,12,7(CR),13,,190,129,Semaine Olympique Francaise De Voile 2022
ERDIL Lena,7,IQFOIL Fem.,8,7(CR),14,,225,130,Semaine Olympique Francaise De Voile 2022
ENGELMANN Alisa,7,IQFOIL Fem.,15,7(CR),15,,229.22,161.22,Semaine Olympique Francaise De Voile 2022
PAPAZIAN Ambar,7,IQFOIL Fem.,17,7(CR),16,,244,167,Semaine Olympique Francaise De Voile 2022
COUTURIER Marion,7,IQFOIL Fem.,14,7(CR),17,,270,175,Semaine Olympique Francaise De Voile 2022
SPYCHAKOV Katy,7,IQFOIL Fem.,23,7(CR),18,,271,194,Semaine Olympique Francaise De Voile 2022
BRYANT Natasha,7,IQFOIL Fem.,16,7(CR),19,,280,200,Semaine Olympique Francaise De Voile 2022
HJERTBERG Johanna,7,IQFOIL Fem.,18,7(CR),20,,305,209,Semaine Olympique Francaise De Voile 2022
RENNA Sofia,7,IQFOIL Fem.,22,7(CR),21,,297,218,Semaine Olympique Francaise De Voile 2022
NIIJIMA Rina,7,IQFOIL Fem.,24,7(CR),22,,304,222,Semaine Olympique Francaise De Voile 2022
NOCETI-KLEPACKA Zofia,7,IQFOIL Fem.,20,7(CR),23,,334,235,Semaine Olympique Francaise De Voile 2022
MARTINELLI Bruna,7,IQFOIL Fem.,-28,7(CR),24,,332,252,Semaine Olympique Francaise De Voile 2022
COSTIN Samantha,7,IQFOIL Fem.,-26,7(CR),25,,349,264,Semaine Olympique Francaise De Voile 2022
OPRANDI Linda,7,IQFOIL Fem.,27,7(CR),26,,363,277,Semaine Olympique Francaise De Voile 2022
ORAMS Brianna,7,IQFOIL Fem.,29,7(CR),27,,386,293,Semaine Olympique Francaise De Voile 2022
FUJIKO Onishi,7,IQFOIL Fem.,-30,7(CR),28,,391,300,Semaine Olympique Francaise De Voile 2022
BERGER Manon,7,IQFOIL Fem.,21,7(CR),29,,404,305,Semaine Olympique Francaise De Voile 2022
HALL Farrah,7,IQFOIL Fem.,25,7(CR),30,,419,325,Semaine Olympique Francaise De Voile 2022
YAMABE Miki,7,IQFOIL Fem.,31,7(CR),31,,445,350,Semaine Olympique Francaise De Voile 2022
WILSON Emma,7,IQFOIL Fem.,DNC 33,7(CR),32,,495,396,Semaine Olympique Francaise De Voile 2022
NOESMOEN Hélène,7,IQFOIL Fem.,-2,8(CR),1,,28,12,Semaine Olympique Francaise De Voile 2022
DZIARNOWSKA Maja,7,IQFOIL Fem.,3,8(CR),2,,57,36,Semaine Olympique Francaise De Voile 2022
COUSIN Delphine,7,IQFOIL Fem.,4,8(CR),3,,96,53,Semaine Olympique Francaise De Voile 2022
MAGGETTI Marta,7,IQFOIL Fem.,1,8(CR),4,,92,54,Semaine Olympique Francaise De Voile 2022
TEN HAVE Veerle,7,IQFOIL Fem.,5,8(CR),5,,90,55,Semaine Olympique Francaise De Voile 2022
PIANAZZA Manon,7,IQFOIL Fem.,8,8(CR),6,,128,75,Semaine Olympique Francaise De Voile 2022
BELBEOCH Lucie,7,IQFOIL Fem.,7,8(CR),7,,156,75,Semaine Olympique Francaise De Voile 2022
SPECIALE Giorgia,7,IQFOIL Fem.,-13,8(CR),8,,144,94,Semaine Olympique Francaise De Voile 2022
KUCHTA Maja,7,IQFOIL Fem.,10,8(CR),9,,182,98,Semaine Olympique Francaise De Voile 2022
MA Kwan Ching,7,IQFOIL Fem.,6,8(CR),10,,165,102,Semaine Olympique Francaise De Voile 2022
MORTEFON Marion,7,IQFOIL Fem.,-18,8(CR),11,,169,103,Semaine Olympique Francaise De Voile 2022
